geneId	gene	disease	diseaseName
3425	IDUA	C0011581	Depressive disorders
3759	KCNJ2	C0011581	Depressive disorders
3730	ANOS1	C0011581	Depressive disorders
361	AQP4	C0011581	Depressive disorders
4072	EPCAM	C0011581	Depressive disorders
409	ARRB2	C0011581	Depressive disorders
4512	COX1	C0011581	Depressive disorders
4436	MSH2	C0011581	Depressive disorders
4397	MS	C0011581	Depressive disorders
4292	MLH1	C0011581	Depressive disorders
29978	UBQLN2	C0011581	Depressive disorders
4282	MIF	C0011581	Depressive disorders
3043	HBB	C0011581	Depressive disorders
4160	MC4R	C0011581	Depressive disorders
3061	HCRTR1	C0011581	Depressive disorders
3084	NRG1	C0011581	Depressive disorders
3145	HMBS	C0011581	Depressive disorders
3613	IMPA2	C0011581	Depressive disorders
25814	ATXN10	C0011581	Depressive disorders
26191	PTPN22	C0011581	Depressive disorders
26281	FGF20	C0011581	Depressive disorders
5446	PON3	C0011581	Depressive disorders
5445	PON2	C0011581	Depressive disorders
2629	GBA	C0011581	Depressive disorders
5428	POLG	C0011581	Depressive disorders
54209	TREM2	C0011581	Depressive disorders
540	ATP7B	C0011581	Depressive disorders
5395	PMS2	C0011581	Depressive disorders
26608	TBL2	C0011581	Depressive disorders
5378	PMS1	C0011581	Depressive disorders
54902	TTC19	C0011581	Depressive disorders
54982	CLN6	C0011581	Depressive disorders
5599	MAPK8	C0011581	Depressive disorders
10013	HDAC6	C0011581	Depressive disorders
5584	PRKCI	C0011581	Depressive disorders
5582	PRKCG	C0011581	Depressive disorders
5573	PRKAR1A	C0011581	Depressive disorders
5566	PRKACA	C0011581	Depressive disorders
55636	CHD7	C0011581	Depressive disorders
5538	PPT1	C0011581	Depressive disorders
5533	PPP3CC	C0011581	Depressive disorders
25978	CHMP2B	C0011581	Depressive disorders
26012	NSMF	C0011581	Depressive disorders
5368	PNOC	C0011581	Depressive disorders
2670	GFAP	C0011581	Depressive disorders
2688	GH1	C0011581	Depressive disorders
2782	GNB1	C0011581	Depressive disorders
50940	PDE11A	C0011581	Depressive disorders
5053	PAH	C0011581	Depressive disorders
50484	RRM2B	C0011581	Depressive disorders
3178	HNRNPA1	C0011581	Depressive disorders
2796	GNRH1	C0011581	Depressive disorders
2798	GNRHR	C0011581	Depressive disorders
282706	DAOA-AS1	C0011581	Depressive disorders
283	ANG	C0011581	Depressive disorders
4952	OCRL	C0011581	Depressive disorders
4939	OAS2	C0011581	Depressive disorders
2778	GNAS	C0011581	Depressive disorders
2767	GNA11	C0011581	Depressive disorders
5309	PITX3	C0011581	Depressive disorders
5290	PIK3CA	C0011581	Depressive disorders
27030	MLH3	C0011581	Depressive disorders
5216	PFN1	C0011581	Depressive disorders
5179	PENK	C0011581	Depressive disorders
51738	GHRL	C0011581	Depressive disorders
27121	DKK4	C0011581	Depressive disorders
5159	PDGFRB	C0011581	Depressive disorders
51555	PEX5L	C0011581	Depressive disorders
5155	PDGFB	C0011581	Depressive disorders
5153	PDE1B	C0011581	Depressive disorders
4929	NR4A2	C0011581	Depressive disorders
3439	IFNA1	C0086132	Depressive disorders
1636	ACE	C0086132	Depressive disorders
344148	NCKAP5	C0086132	Depressive disorders
3454	IFNAR1	C0086132	Depressive disorders
3586	IL10	C0086132	Depressive disorders
3787	KCNS1	C0086132	Depressive disorders
4318	MMP9	C0086132	Depressive disorders
5054	SERPINE1	C0086132	Depressive disorders
60482	SLC5A7	C0086132	Depressive disorders
6817	SULT1A1	C0086132	Depressive disorders
7040	TGFB1	C0086132	Depressive disorders
7076	TIMP1	C0086132	Depressive disorders
7421	VDR	C0086132	Depressive disorders
79953	SYNDIG1	C0086132	Depressive disorders
10060	ABCC9	C0086132	Depressive disorders
2332	FMR1	C0086132	Depressive disorders
10587	TXNRD2	C0086132	Depressive disorders
120892	LRRK2	C0086132	Depressive disorders
140902	R3HDML	C0086132	Depressive disorders
1432	MAPK14	C0086132	Depressive disorders
1543	CYP1A1	C0086132	Depressive disorders
1545	CYP1B1	C0086132	Depressive disorders
8871	SYNJ2	C0086132	Depressive disorders
1576	CYP3A4	C0086132	Depressive disorders
1588	CYP19A1	C0086132	Depressive disorders
1610	DAO	C0086132	Depressive disorders
163	AP2B1	C0086132	Depressive disorders
2194	FASN	C0086132	Depressive disorders
4397	MS	C0086132	Depressive disorders
551	AVP	C0086132	Depressive disorders
6532	SLC6A4	C0525045	Depressive disorders
114	ADCY8	C0525045	Depressive disorders
627	BDNF	C0525045	Depressive disorders
3350	HTR1A	C0525045	Depressive disorders
3356	HTR2A	C0525045	Depressive disorders
4128	MAOA	C0525045	Depressive disorders
7166	TPH1	C0525045	Depressive disorders
1815	DRD4	C0525045	Depressive disorders
1312	COMT	C0525045	Depressive disorders
1813	DRD2	C0525045	Depressive disorders
7466	WFS1	C0525045	Depressive disorders
7054	TH	C0525045	Depressive disorders
2908	NR3C1	C0525045	Depressive disorders
27185	DISC1	C0525045	Depressive disorders
9248	GPR50	C0525045	Depressive disorders
1385	CREB1	C0525045	Depressive disorders
2784	GNB3	C0525045	Depressive disorders
4684	NCAM1	C0525045	Depressive disorders
267012	DAOA	C0525045	Depressive disorders
1728	NQO1	C0525045	Depressive disorders
121278	TPH2	C0525045	Depressive disorders
9575	CLOCK	C0525045	Depressive disorders
5173	PDYN	C0525045	Depressive disorders
2554	GABRA1	C0525045	Depressive disorders
7124	TNF	C0525045	Depressive disorders
2847	MCHR1	C0525045	Depressive disorders
2932	GSK3B	C0525045	Depressive disorders
1814	DRD3	C0525045	Depressive disorders
2099	ESR1	C0525045	Depressive disorders
3361	HTR5A	C0525045	Depressive disorders
2571	GAD1	C0525045	Depressive disorders
3351	HTR1B	C0525045	Depressive disorders
5428	POLG	C0525045	Depressive disorders
3360	HTR4	C0525045	Depressive disorders
2913	GRM3	C0525045	Depressive disorders
3362	HTR6	C0525045	Depressive disorders
1392	CRH	C0525045	Depressive disorders
5027	P2RX7	C0525045	Depressive disorders
6285	S100B	C0525045	Depressive disorders
3557	IL1RN	C0525045	Depressive disorders
2912	GRM2	C0525045	Depressive disorders
1848	DUSP6	C0525045	Depressive disorders
4916	NTRK3	C0525045	Depressive disorders
135	ADORA2A	C0525045	Depressive disorders
55502	HES6	C0525045	Depressive disorders
775	CACNA1C	C0525045	Depressive disorders
2289	FKBP5	C0525045	Depressive disorders
6863	TAC1	C0525045	Depressive disorders
4852	NPY	C0525045	Depressive disorders
3358	HTR2C	C0525045	Depressive disorders
1621	DBH	C0525045	Depressive disorders
4915	NTRK2	C0525045	Depressive disorders
1394	CRHR1	C0525045	Depressive disorders
28	ABO	C0525045	Depressive disorders
553	AVPR1B	C0525045	Depressive disorders
1742	DLG4	C0525045	Depressive disorders
128674	PROKR2	C0525045	Depressive disorders
3240	HP	C0525045	Depressive disorders
4524	MTHFR	C0525045	Depressive disorders
84062	DTNBP1	C0525045	Depressive disorders
6531	SLC6A3	C0525045	Depressive disorders
51083	GAL	C0525045	Depressive disorders
5319	PLA2G1B	C0525045	Depressive disorders
5265	SERPINA1	C0525045	Depressive disorders
2903	GRIN2A	C0525045	Depressive disorders
1393	CRHBP	C0525045	Depressive disorders
1610	DAO	C0525045	Depressive disorders
3613	IMPA2	C0525045	Depressive disorders
3359	HTR3A	C0525045	Depressive disorders
1395	CRHR2	C0525045	Depressive disorders
1741	DLG3	C0525045	Depressive disorders
6869	TACR1	C0525045	Depressive disorders
60675	PROK2	C0525045	Depressive disorders
2166	FAAH	C0525045	Depressive disorders
2572	GAD2	C0525045	Depressive disorders
4908	NTF3	C0525045	Depressive disorders
4129	MAOB	C0525045	Depressive disorders
488	ATP2A2	C0525045	Depressive disorders
91752	ZNF804A	C0525045	Depressive disorders
6530	SLC6A2	C0525045	Depressive disorders
27184	DISC2	C0525045	Depressive disorders
5617	PRL	C0525045	Depressive disorders
2332	FMR1	C0525045	Depressive disorders
207	AKT1	C0525045	Depressive disorders
6899	TBX1	C0525045	Depressive disorders
9619	ABCG1	C0525045	Depressive disorders
7976	FZD3	C0525045	Depressive disorders
4887	NPY2R	C0525045	Depressive disorders
9030	ERDA1	C0525045	Depressive disorders
4986	OPRK1	C0525045	Depressive disorders
4923	NTSR1	C0525045	Depressive disorders
79068	FTO	C0525045	Depressive disorders
5020	OXT	C0525045	Depressive disorders
5074	PAWR	C0525045	Depressive disorders
7432	VIP	C0525045	Depressive disorders
6303	SAT1	C0525045	Depressive disorders
6750	SST	C0525045	Depressive disorders
60482	SLC5A7	C0525045	Depressive disorders
5914	RARA	C0525045	Depressive disorders
57468	SLC12A5	C0525045	Depressive disorders
5649	RELN	C0525045	Depressive disorders
6611	SMS	C0525045	Depressive disorders
55507	GPRC5D	C0525045	Depressive disorders
7040	TGFB1	C0525045	Depressive disorders
7103	TSPAN8	C0525045	Depressive disorders
54738	FEV	C0525045	Depressive disorders
54551	MAGEL2	C0525045	Depressive disorders
7422	VEGFA	C0525045	Depressive disorders
5211	PFKL	C0525045	Depressive disorders
7425	VGF	C0525045	Depressive disorders
6697	SPR	C0525045	Depressive disorders
1906	EDN1	C0525045	Depressive disorders
2643	GCH1	C0525045	Depressive disorders
153	ADRB1	C0525045	Depressive disorders
10921	RNPS1	C0525045	Depressive disorders
27306	HPGDS	C0525045	Depressive disorders
288	ANK3	C0525045	Depressive disorders
2898	GRIK2	C0525045	Depressive disorders
1429	CRYZ	C0525045	Depressive disorders
3061	HCRTR1	C0525045	Depressive disorders
2563	GABRD	C0525045	Depressive disorders
2561	GABRB2	C0525045	Depressive disorders
10021	HCN4	C0525045	Depressive disorders
22933	SIRT2	C0525045	Depressive disorders
23230	VPS13A	C0525045	Depressive disorders
1789	DNMT3B	C0525045	Depressive disorders
23411	SIRT1	C0525045	Depressive disorders
2558	GABRA5	C0525045	Depressive disorders
1565	CYP2D6	C0525045	Depressive disorders
2559	GABRA6	C0525045	Depressive disorders
1131	CHRM3	C0525045	Depressive disorders
3581	IL9R	C0525045	Depressive disorders
2247	FGF2	C0525045	Depressive disorders
10618	TGOLN2	C0525045	Depressive disorders
150	ADRA2A	C0525045	Depressive disorders
1786	DNMT1	C0525045	Depressive disorders
109	ADCY3	C0525045	Depressive disorders
3308	HSPA4	C0525045	Depressive disorders
367	AR	C0525045	Depressive disorders
113	ADCY7	C0525045	Depressive disorders
4645	MYO5B	C0525045	Depressive disorders
1129	CHRM2	C0525045	Depressive disorders
4133	MAP2	C0525045	Depressive disorders
409	ARRB2	C0525045	Depressive disorders
1639	DCTN1	C0525045	Depressive disorders
10280	SIGMAR1	C0525045	Depressive disorders
9759	HDAC4	C0525045	Depressive disorders
100303453	TSNAX-DISC1	C0525045	Depressive disorders
9628	RGS6	C0525045	Depressive disorders
155	ADRB3	C0525045	Depressive disorders
115207	KCTD12	C0525045	Depressive disorders
7257	TSNAX	C0525045	Depressive disorders
147	ADRA1B	C0525045	Depressive disorders
8850	KAT2B	C0525045	Depressive disorders
8914	TIMELESS	C0525045	Depressive disorders
152	ADRA2C	C0525045	Depressive disorders
1523	CUX1	C0525045	Depressive disorders
10673	TNFSF13B	C0525045	Depressive disorders
776	CACNA1D	C0525045	Depressive disorders
6753	SSTR3	C0525045	Depressive disorders
6281	S100A10	C0525045	Depressive disorders
5367	PMCH	C0525045	Depressive disorders
3065	HDAC1	C0525045	Depressive disorders
3066	HDAC2	C0525045	Depressive disorders
3091	HIF1A	C0525045	Depressive disorders
5209	PFKFB3	C0525045	Depressive disorders
51305	KCNK9	C0525045	Depressive disorders
3320	HSP90AA1	C0525045	Depressive disorders
3363	HTR7	C0525045	Depressive disorders
4943	TBC1D25	C0525045	Depressive disorders
3939	LDHA	C0525045	Depressive disorders
4922	NTS	C0525045	Depressive disorders
5368	PNOC	C0525045	Depressive disorders
3064	HTT	C0525045	Depressive disorders
54498	SMOX	C0525045	Depressive disorders
23373	CRTC1	C0525045	Depressive disorders
6506	SLC1A2	C0525045	Depressive disorders
2354	FOSB	C0525045	Depressive disorders
4790	NFKB1	C0525045	Depressive disorders
2596	GAP43	C0525045	Depressive disorders
5743	PTGS2	C0525045	Depressive disorders
26580	BSCL2	C0525045	Depressive disorders
5621	PRNP	C0525045	Depressive disorders
2752	GLUL	C0525045	Depressive disorders
29950	SERTAD1	C0525045	Depressive disorders
5468	PPARG	C0525045	Depressive disorders
406	ARNTL	C0525045	Depressive disorders
6532	SLC6A4	C1269683	Depressive disorders
121278	TPH2	C1269683	Depressive disorders
3356	HTR2A	C1269683	Depressive disorders
1394	CRHR1	C1269683	Depressive disorders
2289	FKBP5	C1269683	Depressive disorders
2571	GAD1	C1269683	Depressive disorders
166752	FREM3	C1269683	Depressive disorders
847	CAT	C1269683	Depressive disorders
5649	RELN	C1269683	Depressive disorders
27185	DISC1	C1269683	Depressive disorders
627	BDNF	C1269683	Depressive disorders
3350	HTR1A	C1269683	Depressive disorders
7166	TPH1	C1269683	Depressive disorders
4128	MAOA	C1269683	Depressive disorders
1312	COMT	C1269683	Depressive disorders
6530	SLC6A2	C1269683	Depressive disorders
2784	GNB3	C1269683	Depressive disorders
1385	CREB1	C1269683	Depressive disorders
2908	NR3C1	C1269683	Depressive disorders
3358	HTR2C	C1269683	Depressive disorders
9575	CLOCK	C1269683	Depressive disorders
1565	CYP2D6	C1269683	Depressive disorders
1813	DRD2	C1269683	Depressive disorders
5243	ABCB1	C1269683	Depressive disorders
1815	DRD4	C1269683	Depressive disorders
6281	S100A10	C1269683	Depressive disorders
51291	GMIP	C1269683	Depressive disorders
1393	CRHBP	C1269683	Depressive disorders
9177	HTR3B	C1269683	Depressive disorders
4524	MTHFR	C1269683	Depressive disorders
2932	GSK3B	C1269683	Depressive disorders
3359	HTR3A	C1269683	Depressive disorders
27445	PCLO	C1269683	Depressive disorders
1392	CRH	C1269683	Depressive disorders
84062	DTNBP1	C1269683	Depressive disorders
1814	DRD3	C1269683	Depressive disorders
7422	VEGFA	C1269683	Depressive disorders
3351	HTR1B	C1269683	Depressive disorders
3586	IL10	C1269683	Depressive disorders
1559	CYP2C9	C1269683	Depressive disorders
3304	HSPA1B	C1269683	Depressive disorders
1636	ACE	C1269683	Depressive disorders
775	CACNA1C	C1269683	Depressive disorders
3952	LEP	C1269683	Depressive disorders
6285	S100B	C1269683	Depressive disorders
2100	ESR2	C1269683	Depressive disorders
5116	PCNT	C1269683	Depressive disorders
3303	HSPA1A	C1269683	Depressive disorders
2670	GFAP	C1269683	Depressive disorders
613	BCR	C1269683	Depressive disorders
9968	MED12	C1269683	Depressive disorders
50940	PDE11A	C1269683	Depressive disorders
6347	CCL2	C1269683	Depressive disorders
148	ADRA1A	C1269683	Depressive disorders
3305	HSPA1L	C1269683	Depressive disorders
50604	IL20	C1269683	Depressive disorders
29949	IL19	C1269683	Depressive disorders
655	BMP7	C1269683	Depressive disorders
11009	IL24	C1269683	Depressive disorders
4074	M6PR	C1269683	Depressive disorders
886	CCKAR	C1269683	Depressive disorders
3569	IL6	C1269683	Depressive disorders
7124	TNF	C1269683	Depressive disorders
2917	GRM7	C1269683	Depressive disorders
4915	NTRK2	C1269683	Depressive disorders
3553	IL1B	C1269683	Depressive disorders
4852	NPY	C1269683	Depressive disorders
1557	CYP2C19	C1269683	Depressive disorders
1268	CNR1	C1269683	Depressive disorders
6750	SST	C1269683	Depressive disorders
4908	NTF3	C1269683	Depressive disorders
1523	CUX1	C1269683	Depressive disorders
9048	ARTN	C1269683	Depressive disorders
2288	FKBP4	C1269683	Depressive disorders
2332	FMR1	C1269683	Depressive disorders
3240	HP	C1269683	Depressive disorders
6648	SOD2	C1269683	Depressive disorders
10611	PDLIM5	C1269683	Depressive disorders
140947	DCANP1	C1269683	Depressive disorders
1401	CRP	C1269683	Depressive disorders
30845	EHD3	C1269683	Depressive disorders
4306	NR3C2	C1269683	Depressive disorders
3458	IFNG	C1269683	Depressive disorders
1621	DBH	C1269683	Depressive disorders
1742	DLG4	C1269683	Depressive disorders
5021	OXTR	C1269683	Depressive disorders
551	AVP	C1269683	Depressive disorders
267012	DAOA	C1269683	Depressive disorders
60675	PROK2	C1269683	Depressive disorders
6446	SGK1	C1269683	Depressive disorders
64077	LHPP	C1269683	Depressive disorders
8564	KMO	C1269683	Depressive disorders
5173	PDYN	C1269683	Depressive disorders
9456	HOMER1	C1269683	Depressive disorders
9641	IKBKE	C1269683	Depressive disorders
7015	TERT	C1269683	Depressive disorders
55117	SLC6A15	C1269683	Depressive disorders
5579	PRKCB	C1269683	Depressive disorders
6999	TDO2	C1269683	Depressive disorders
5020	OXT	C1269683	Depressive disorders
5074	PAWR	C1269683	Depressive disorders
6303	SAT1	C1269683	Depressive disorders
431708	MDD1	C1269683	Depressive disorders
4129	MAOB	C1269683	Depressive disorders
317	APAF1	C1269683	Depressive disorders
7008	TEF	C1269683	Depressive disorders
1741	DLG3	C1269683	Depressive disorders
2475	MTOR	C1269683	Depressive disorders
2353	FOS	C1269683	Depressive disorders
2891	GRIA2	C1269683	Depressive disorders
100302259	MIR1202	C1269683	Depressive disorders
1956	EGFR	C1269683	Depressive disorders
23040	MYT1L	C1269683	Depressive disorders
2893	GRIA4	C1269683	Depressive disorders
2643	GCH1	C1269683	Depressive disorders
2260	FGFR1	C1269683	Depressive disorders
3308	HSPA4	C1269683	Depressive disorders
1950	EGF	C1269683	Depressive disorders
113	ADCY7	C1269683	Depressive disorders
2572	GAD2	C1269683	Depressive disorders
2915	GRM5	C1269683	Depressive disorders
595	CCND1	C1269683	Depressive disorders
607	BCL9	C1269683	Depressive disorders
5806	PTX3	C1269683	Depressive disorders
8942	KYNU	C1269683	Depressive disorders
1975	EIF4B	C1269683	Depressive disorders
5824	PEX19	C1269683	Depressive disorders
1453	CSNK1D	C1269683	Depressive disorders
1029	CDKN2A	C1269683	Depressive disorders
5978	REST	C1269683	Depressive disorders
8997	KALRN	C1269683	Depressive disorders
5801	PTPRR	C1269683	Depressive disorders
2028	ENPEP	C1269683	Depressive disorders
93986	FOXP2	C1269683	Depressive disorders
55784	MCTP2	C1269683	Depressive disorders
202333	CMYA5	C1269683	Depressive disorders
55830	GLT8D1	C1269683	Depressive disorders
5604	MAP2K1	C1269683	Depressive disorders
10270	AKAP8	C1269683	Depressive disorders
7432	VIP	C1269683	Depressive disorders
2012	EMP1	C1269683	Depressive disorders
5692	PSMB4	C1269683	Depressive disorders
57084	SLC17A6	C1269683	Depressive disorders
5743	PTGS2	C1269683	Depressive disorders
2065	ERBB3	C1269683	Depressive disorders
10452	TOMM40	C1269683	Depressive disorders
6863	TAC1	C1269683	Depressive disorders
1267	CNP	C1269683	Depressive disorders
116285	ACSM1	C1269683	Depressive disorders
7024	TFCP2	C1269683	Depressive disorders
7054	TH	C1269683	Depressive disorders
114131	UCN3	C1269683	Depressive disorders
10014	HDAC5	C1269683	Depressive disorders
7297	TYK2	C1269683	Depressive disorders
1131	CHRM3	C1269683	Depressive disorders
10855	HPSE	C1269683	Depressive disorders
7704	ZBTB16	C1269683	Depressive disorders
7804	LRP8	C1269683	Depressive disorders
7905	REEP5	C1269683	Depressive disorders
6844	VAMP2	C1269683	Depressive disorders
10522	DEAF1	C1269683	Depressive disorders
1439	CSF2RB	C1269683	Depressive disorders
8842	PROM1	C1269683	Depressive disorders
